2025-05-07T18:00,humidity,34
2025-05-07T21:00,co2,359
2025-05-07T21:00,temperature,23.9
2025-05-07T21:00,humidity,37
2025-05-21T06:00,co2,381
2025-05-21T06:00,temperature,23.4
2025-05-21T06:00,humidity,38
2025-05-21T09:00,co2,446
2025-05-21T09:00,temperature,23.6
2025-05-21T09:00,humidity,43
2025-05-21T12:00,co2,463
2025-05-21T12:00,temperature,22.6
2025-05-21T12:00,humidity,36
2025-05-21T15:00,co2,436
2025-05-21T15:00,temperature,24.0
2025-05-21T15:00,humidity,36
2025-05-21T18:00,co2,385
2025-05-21T18:00,temperature,23.0
2025-05-21T18:00,humidity,44
2025-05-21T21:00,co2,362
2025-05-21T21:00,temperature,23.2
2025-05-21T21:00,humidity,38
2025-06-07T06:00,co2,344
2025-06-07T06:00,temperature,18.8
2025-06-07T06:00,humidity,37
2025-06-07T09:00,co2,436
2025-06-07T09:00,temperature,17.0
2025-06-07T09:00,humidity,38
2025-06-07T12:00,co2,441
2025-06-07T12:00,temperature,17.9
2025-06-07T12:00,humidity,34
2025-06-07T15:00,co2,394
2025-06-07T15:00,temperature,17.4
2025-06-07T15:00,humidity,39
2025-06-07T18:00,co2,374
2025-06-07T18:00,temperature,18.1
2025-06-07T18:00,humidity,36
2025-06-07T21:00,co2,325
2025-06-07T21:00,temperature,17.7
2025-06-07T21:00,humidity,41
2025-06-21T06:00,co2,348
2025-06-21T06:00,temperature,18.3
2025-06-21T06:00,humidity,45
2025-06-21T09:00,co2,429
2025-06-21T09:00,temperature,18.2
2025-06-21T09:00,humidity,36
2025-06-21T12:00,co2,446
2025-06-21T12:00,temperature,17.1
2025-06-21T12:00,humidity,34
2025-06-21T15:00,co2,408
2025-06-21T15:00,temperature,18.8
2025-06-21T15:00,humidity,45
2025-06-21T18:00,co2,367
2025-06-21T18:00,temperature,18.9
2025-06-21T18:00,humidity,34
2025-06-21T21:00,co2,342
2025-06-21T21:00,temperature,18.3
2025-06-21T21:00,humidity,41
2025-07-07T06:00,co2,335
2025-07-07T06:00,temperature,19.5
2025-07-07T06:00,humidity,39
2025-07-07T09:00,co2,412
2025-07-07T09:00,temperature,20.0
2025-07-07T09:00,humidity,35
2025-07-07T12:00,co2,437
2025-07-07T12:00,temperature,19.1
2025-07-07T12:00,humidity,45
2025-07-07T15:00,co2,389
2025-07-07T15:00,temperature,19.8
2025-07-07T15:00,humidity,45
2025-07-07T18:00,co2,376
2025-07-07T18:00,temperature,19.4
2025-07-07T18:00,humidity,46
2025-07-07T21:00,co2,328
2025-07-07T21:00,temperature,18.7
2025-07-07T21:00,humidity,44
2025-07-21T06:00,co2,348
2025-07-21T06:00,temperature,19.8
2025-07-21T06:00,humidity,40
2025-07-21T09:00,co2,408
2025-07-21T09:00,temperature,19.7
2025-07-21T09:00,humidity,43
2025-07-21T12:00,co2,423
2025-07-21T12:00,temperature,19.2
2025-07-21T12:00,humidity,40
2025-07-21T15:00,co2,400
2025-07-21T15:00,temperature,19.2
2025-07-21T15:00,humidity,43
2025-07-21T18:00,co2,355
2025-07-21T18:00,temperature,18.2
2025-07-21T18:00,humidity,44
2025-07-21T21:00,co2,321
2025-07-21T21:00,temperature,20.0
2025-07-21T21:00,humidity,40
2025-08-07T06:00,co2,366
2025-08-07T06:00,temperature,19.7
2025-08-07T06:00,humidity,45
2025-08-07T09:00,co2,440
2025-08-07T09:00,temperature,20.2
2025-08-07T09:00,humidity,41
2025-08-07T12:00,co2,447
2025-08-07T12:00,temperature,20.7
2025-08-07T12:00,humidity,35
2025-08-07T15:00,co2,414
2025-08-07T15:00,temperature,20.5
2025-08-07T15:00,humidity,34
2025-08-07T18:00,co2,372
2025-08-07T18:00,temperature,20.2
2025-08-07T18:00,humidity,41
2025-08-07T21:00,co2,328
2025-08-07T21:00,temperature,19.5
2025-08-07T21:00,humidity,45
2025-08-21T06:00,co2,346
2025-08-21T06:00,temperature,20.0
2025-08-21T06:00,humidity,43
2025-08-21T09:00,co2,439
2025-08-21T09:00,temperature,20.8
2025-08-21T09:00,humidity,38
2025-08-21T12:00,co2,433
2025-08-21T12:00,temperature,19.7
2025-08-21T12:00,humidity,36
2025-08-21T15:00,co2,419
2025-08-21T15:00,temperature,20.2
2025-08-21T15:00,humidity,42
2025-08-21T18:00,co2,368
2025-08-21T18:00,temperature,20.5
2025-08-21T18:00,humidity,39
2025-08-21T21:00,co2,349
2025-08-21T21:00,temperature,20.9
2025-08-21T21:00,humidity,41
2025-09-07T06:00,co2,380
2025-09-07T06:00,temperature,20.7
2025-09-07T06:00,humidity,44
2025-09-07T09:00,co2,456
2025-09-07T09:00,temperature,20.4
2025-09-07T09:00,humidity,40
2025-09-07T12:00,co2,487
2025-09-07T12:00,temperature,21.8
2025-09-07T12:00,humidity,37
2025-09-07T15:00,co2,440
2025-09-07T15:00,temperature,20.4
2025-09-07T15:00,humidity,39
2025-09-07T18:00,co2,399
2025-09-07T18:00,temperature,20.3
2025-09-07T18:00,humidity,41
2025-09-07T21:00,co2,369
2025-09-07T21:00,temperature,21.7
2025-09-07T21:00,humidity,34
2025-09-21T06:00,co2,395
2025-09-21T06:00,temperature,20.1
2025-09-21T06:00,humidity,38
2025-09-21T09:00,co2,453
2025-09-21T09:00,temperature,20.2
2025-09-21T09:00,humidity,41
2025-09-21T12:00,co2,471
2025-09-21T12:00,temperature,21.9
2025-09-21T12:00,humidity,40
2025-09-21T15:00,co2,440
2025-09-21T15:00,temperature,21.3
2025-09-21T15:00,humidity,41
2025-09-21T18:00,co2,414
2025-09-21T18:00,temperature,20.6
2025-09-21T18:00,humidity,43
2025-09-21T21:00,co2,372
2025-09-21T21:00,temperature,20.6
2025-09-21T21:00,humidity,34
2025-10-07T06:00,co2,421
2025-10-07T06:00,temperature,22.7
2025-10-07T06:00,humidity,34
2025-10-07T09:00,co2,509
2025-10-07T09:00,temperature,22.4
2025-10-07T09:00,humidity,43
2025-10-07T12:00,co2,514
2025-10-07T12:00,temperature,21.6
2025-10-07T12:00,humidity,46
2025-10-07T15:00,co2,486
2025-10-07T15:00,temperature,21.0
2025-10-07T15:00,humidity,36
2025-10-07T18:00,co2,445
2025-10-07T18:00,temperature,21.9
2025-10-07T18:00,humidity,34
2025-10-07T21:00,co2,422
2025-10-07T21:00,temperature,22.7
2025-10-07T21:00,humidity,37
2025-10-21T06:00,co2,437
2025-10-21T06:00,temperature,21.3
2025-10-21T06:00,humidity,34
2025-10-21T09:00,co2,508
2025-10-21T09:00,temperature,21.2
2025-10-21T09:00,humidity,35
2025-10-21T12:00,co2,523
2025-10-21T12:00,temperature,22.1
2025-10-21T12:00,humidity,44
2025-10-21T15:00,co2,479
2025-10-21T15:00,temperature,22.9
2025-10-21T15:00,humidity,44
2025-10-21T18:00,co2,439
2025-10-21T18:00,temperature,21.4
2025-10-21T18:00,humidity,41
2025-10-21T21:00,co2,406
2025-10-21T21:00,temperature,21.4
2025-10-21T21:00,humidity,34
2025-11-07T06:00,co2,477
2025-11-07T06:00,temperature,22.9
2025-11-07T06:00,humidity,45
2025-11-07T09:00,co2,529
2025-11-07T09:00,temperature,22.4
2025-11-07T09:00,humidity,38
2025-11-07T12:00,co2,567
2025-11-07T12:00,temperature,22.7
2025-11-07T12:00,humidity,45
2025-11-07T15:00,co2,524
2025-11-07T15:00,temperature,23.0
2025-11-07T15:00,humidity,46
2025-11-07T18:00,co2,478
2025-11-07T18:00,temperature,22.8
2025-11-07T18:00,humidity,46
2025-11-07T21:00,co2,460
2025-11-07T21:00,temperature,23.8
2025-11-07T21:00,humidity,35
2025-11-21T06:00,co2,466
2025-11-21T06:00,temperature,23.9
2025-11-21T06:00,humidity,45
2025-11-21T09:00,co2,540
2025-11-21T09:00,temperature,22.3
2025-11-21T09:00,humidity,41
2025-11-21T12:00,co2,549
2025-11-21T12:00,temperature,23.3
2025-11-21T12:00,humidity,34
2025-11-21T15:00,co2,520
2025-11-21T15:00,temperature,23.1
2025-11-21T15:00,humidity,44
2025-11-21T18:00,co2,489
2025-11-21T18:00,temperature,23.6
2025-11-21T18:00,humidity,39
2025-11-21T21:00,co2,452
2025-11-21T21:00,temperature,22.7
2025-11-21T21:00,humidity,37
2025-12-07T06:00,co2,486
2025-12-07T06:00,temperature,18.4
2025-12-07T06:00,humidity,46
2025-12-07T09:00,co2,578
2025-12-07T09:00,temperature,18.8
2025-12-07T09:00,humidity,35
2025-12-07T12:00,co2,579
2025-12-07T12:00,temperature,17.5
2025-12-07T12:00,humidity,40
2025-12-07T15:00,co2,540
2025-12-07T15:00,temperature,19.0
2025-12-07T15:00,humidity,42
2025-12-07T18:00,co2,513
2025-12-07T18:00,temperature,17.5
2025-12-07T18:00,humidity,45
2025-12-07T21:00,co2,468
2025-12-07T21:00,temperature,17.7
2025-12-07T21:00,humidity,35
2025-12-21T06:00,co2,484
2025-12-21T06:00,temperature,17.9
2025-12-21T06:00,humidity,42
2025-12-21T09:00,co2,571
2025-12-21T09:00,temperature,18.5
2025-12-21T09:00,humidity,41
2025-12-21T12:00,co2,573
2025-12-21T12:00,temperature,17.4
2025-12-21T12:00,humidity,35
2025-12-21T15:00,co2,551
2025-12-21T15:00,temperature,18.6
2025-12-21T15:00,humidity,36
2025-12-21T18:00,co2,520
2025-12-21T18:00,temperature,17.7
2025-12-21T18:00,humidity,46
2025-12-21T21:00,co2,472
2025-12-21T21:00,temperature,17.9
2025-12-21T21:00,humidity,42
